ck0mskk40x05q0838gyi6zx5u,ck0kcclbdu2xt0cwbag0171jw,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2Fd53397b5-cdfc-286a-88ef-892f6ddf783d-VID_20190624_143754_image-0008.png?Expires=1576542959957&KeyName=labelbox-assets-key-1&Signature=ZetyUJnk-xkYAaln-sb4q5cnpOw,"{""sticker_3"":[{""geometry"":[{""x"":722,""y"":671},{""x"":774,""y"":671},{""x"":774,""y"":722},{""x"":722,""y"":722}]}],""face_1"":[{""geometry"":[{""x"":753,""y"":439},{""x"":879,""y"":439},{""x"":879,""y"":590},{""x"":753,""y"":590}]}],""face_2"":[{""geometry"":[{""x"":1269,""y"":421},{""x"":1427,""y"":421},{""x"":1427,""y"":592},{""x"":1269,""y"":592}]}],""right_wrist_1"":[{""geometry"":[{""x"":856,""y"":741},{""x"":920,""y"":741},{""x"":920,""y"":775},{""x"":856,""y"":775}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1366,""y"":705},{""x"":1428,""y"":705},{""x"":1428,""y"":803},{""x"":1366,""y"":803}]}],""left_wrist_2"":[{""geometry"":[{""x"":1278,""y"":938},{""x"":1318,""y"":938},{""x"":1318,""y"":1006},{""x"":1278,""y"":1006}]}]}",chen478@iu.edu,Inconsistency,1568661526000,1568661526000,12.09,VID_20190624_143754_image-0008.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0mskk40x05q0838gyi6zx5u
ck0mskpoiz8yf0701ilbes7qk,ck0kcclbdu2y50cwbg6nr5t8l,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2Fd70e9c5f-0991-9f28-4864-436efc5517e0-VID_20190624_143754_image-0005.png?Expires=1576542959957&KeyName=labelbox-assets-key-1&Signature=c7RXGcSdXdfa63A17PC6LdhXgms,"{""sticker_3"":[{""geometry"":[{""x"":754,""y"":640},{""x"":791,""y"":640},{""x"":791,""y"":679},{""x"":754,""y"":679}]}],""sticker_4"":[{""geometry"":[{""x"":1285,""y"":634},{""x"":1310,""y"":634},{""x"":1310,""y"":686},{""x"":1285,""y"":686}]}],""face_1"":[{""geometry"":[{""x"":740,""y"":417},{""x"":863,""y"":417},{""x"":863,""y"":552},{""x"":740,""y"":552}]}],""face_2"":[{""geometry"":[{""x"":1250,""y"":410},{""x"":1403,""y"":410},{""x"":1403,""y"":552},{""x"":1250,""y"":552}]}],""right_wrist_1"":[{""geometry"":[{""x"":870,""y"":733},{""x"":919,""y"":733},{""x"":919,""y"":777},{""x"":870,""y"":777}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1366,""y"":673},{""x"":1430,""y"":673},{""x"":1430,""y"":778},{""x"":1366,""y"":778}]}],""left_wrist_2"":[{""geometry"":[{""x"":1287,""y"":915},{""x"":1333,""y"":915},{""x"":1333,""y"":982},{""x"":1287,""y"":982}]}]}",chen478@iu.edu,Inconsistency,1568661533000,1568667251000,7.061,VID_20190624_143754_image-0005.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0mskpoiz8yf0701ilbes7qk
ck0mskus4ypok09440pwbyx7l,ck0kcclbfu2yh0cwb6j5t60ik,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2F4b068574-6dd4-6da2-41bb-f66248334f4b-VID_20190624_143754_image-0002.png?Expires=1576542959957&KeyName=labelbox-assets-key-1&Signature=f2sU2bmbrpBvFusp9aCLef0m5UU,"{""sticker_3"":[{""geometry"":[{""x"":756,""y"":532},{""x"":795,""y"":532},{""x"":795,""y"":571},{""x"":756,""y"":571}]}],""sticker_4"":[{""geometry"":[{""x"":1298,""y"":521},{""x"":1326,""y"":521},{""x"":1326,""y"":568},{""x"":1298,""y"":568}]}],""face_1"":[{""geometry"":[{""x"":739,""y"":298},{""x"":866,""y"":298},{""x"":866,""y"":437},{""x"":739,""y"":437}]}],""face_2"":[{""geometry"":[{""x"":1276,""y"":303},{""x"":1418,""y"":303},{""x"":1418,""y"":446},{""x"":1276,""y"":446}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1360,""y"":565},{""x"":1431,""y"":565},{""x"":1431,""y"":681},{""x"":1360,""y"":681}]}],""left_wrist_2"":[{""geometry"":[{""x"":1290,""y"":796},{""x"":1329,""y"":796},{""x"":1329,""y"":864},{""x"":1290,""y"":864}]}]}",chen478@iu.edu,Inconsistency,1568661540000,1568667240000,6.406,VID_20190624_143754_image-0002.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0mskus4ypok09440pwbyx7l
ck0msl22jz93j0701ftg3d0sr,ck0kcclbdu2xx0cwb2xpj3ki6,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2Fa10f89b1-1fe0-28de-0b99-81e11732458d-VID_20190624_143754_image-0007.png?Expires=1576542959957&KeyName=labelbox-assets-key-1&Signature=nGraUVQXQ06YdtNngeLFqldHiD0,"{""face_1"":[{""geometry"":[{""x"":734,""y"":419},{""x"":854,""y"":419},{""x"":854,""y"":560},{""x"":734,""y"":560}]}],""face_2"":[{""geometry"":[{""x"":1255,""y"":411},{""x"":1406,""y"":411},{""x"":1406,""y"":558},{""x"":1255,""y"":558}]}],""right_wrist_1"":[{""geometry"":[{""x"":870,""y"":754},{""x"":914,""y"":754},{""x"":914,""y"":792},{""x"":870,""y"":792}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1363,""y"":681},{""x"":1444,""y"":681},{""x"":1444,""y"":777},{""x"":1363,""y"":777}]}],""left_wrist_2"":[{""geometry"":[{""x"":1306,""y"":911},{""x"":1348,""y"":911},{""x"":1348,""y"":979},{""x"":1306,""y"":979}]}]}",chen478@iu.edu,Inconsistency,1568661549000,1568661549000,8.767,VID_20190624_143754_image-0007.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0msl22jz93j0701ftg3d0sr
ck0msl6kz1aa507219a343rt6,ck0kcclbfu2y90cwb5ses95ql,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2Fb59b56b6-e547-f407-1961-cd1e908575fe-VID_20190624_143754_image-0004.png?Expires=1576542959957&KeyName=labelbox-assets-key-1&Signature=_kRrYnQMYPU38jzJ237yat94bSA,"{""sticker_3"":[{""geometry"":[{""x"":732,""y"":581},{""x"":771,""y"":581},{""x"":771,""y"":620},{""x"":732,""y"":620}]}],""sticker_4"":[{""geometry"":[{""x"":1275,""y"":576},{""x"":1300,""y"":576},{""x"":1300,""y"":627},{""x"":1275,""y"":627}]}],""face_1"":[{""geometry"":[{""x"":724,""y"":361},{""x"":844,""y"":361},{""x"":844,""y"":494},{""x"":724,""y"":494}]}],""face_2"":[{""geometry"":[{""x"":1228,""y"":351},{""x"":1375,""y"":351},{""x"":1375,""y"":505},{""x"":1228,""y"":505}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1342,""y"":619},{""x"":1416,""y"":619},{""x"":1416,""y"":717},{""x"":1342,""y"":717}]}],""left_wrist_2"":[{""geometry"":[{""x"":1275,""y"":859},{""x"":1318,""y"":859},{""x"":1318,""y"":930},{""x"":1275,""y"":930}]}]}",chen478@iu.edu,Inconsistency,1568661555000,1568667222000,5.701,VID_20190624_143754_image-0004.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0msl6kz1aa507219a343rt6
ck0mslcdyw4sd0863jiv77erq,ck0kcclbfu2yl0cwb0xyzc309,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2Fe88abe81-e401-1dfd-7607-623353be6c44-VID_20190624_143754_image-0001.png?Expires=1576542959957&KeyName=labelbox-assets-key-1&Signature=en7ljLDAR51dexBrt7iGwyr6GhU,"{""sticker_3"":[{""geometry"":[{""x"":755,""y"":530},{""x"":794,""y"":530},{""x"":794,""y"":575},{""x"":755,""y"":575}]}],""sticker_4"":[{""geometry"":[{""x"":1296,""y"":521},{""x"":1325,""y"":521},{""x"":1325,""y"":566},{""x"":1296,""y"":566}]}],""face_1"":[{""geometry"":[{""x"":748,""y"":299},{""x"":862,""y"":299},{""x"":862,""y"":438},{""x"":748,""y"":438}]}],""face_2"":[{""geometry"":[{""x"":1271,""y"":297},{""x"":1430,""y"":297},{""x"":1430,""y"":448},{""x"":1271,""y"":448}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1374,""y"":575},{""x"":1438,""y"":575},{""x"":1438,""y"":663},{""x"":1374,""y"":663}]}],""left_wrist_2"":[{""geometry"":[{""x"":1299,""y"":795},{""x"":1333,""y"":795},{""x"":1333,""y"":852},{""x"":1299,""y"":852}]}]}",chen478@iu.edu,Inconsistency,1568661563000,1568667213000,7.364,VID_20190624_143754_image-0001.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0mslcdyw4sd0863jiv77erq
ck0mslgvp1afk0721zyurcypv,ck0kcclbdu2y10cwbdhd18lv7,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2Fdeb5b08c-3df8-dde1-188b-62069db9f868-VID_20190624_143754_image-0006.png?Expires=1576542959958&KeyName=labelbox-assets-key-1&Signature=NPfJLgJ4VeM8p3l3pa5ta6M7vl4,"{""sticker_3"":[{""geometry"":[{""x"":753,""y"":631},{""x"":792,""y"":631},{""x"":792,""y"":673},{""x"":753,""y"":673}]}],""sticker_4"":[{""geometry"":[{""x"":1285,""y"":627},{""x"":1304,""y"":627},{""x"":1304,""y"":675},{""x"":1285,""y"":675}]}],""face_1"":[{""geometry"":[{""x"":739,""y"":416},{""x"":860,""y"":416},{""x"":860,""y"":551},{""x"":739,""y"":551}]}],""face_2"":[{""geometry"":[{""x"":1254,""y"":401},{""x"":1391,""y"":401},{""x"":1391,""y"":541},{""x"":1254,""y"":541}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1357,""y"":679},{""x"":1428,""y"":679},{""x"":1428,""y"":779},{""x"":1357,""y"":779}]}],""left_wrist_2"":[{""geometry"":[{""x"":1295,""y"":910},{""x"":1331,""y"":910},{""x"":1331,""y"":978},{""x"":1295,""y"":978}]}]}",chen478@iu.edu,Inconsistency,1568661569000,1568667205000,5.651,VID_20190624_143754_image-0006.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0mslgvp1afk0721zyurcypv
ck0mslmd3aa6t0a46h1fgkydn,ck0kcclbfu2yd0cwb38723i8p,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2F80901e69-4c24-28bb-2000-be632793afeb-VID_20190624_143754_image-0003.png?Expires=1576542959958&KeyName=labelbox-assets-key-1&Signature=gDvBKfoPfUbhoUkVgzLiXYwVnyY,"{""sticker_3"":[{""geometry"":[{""x"":740,""y"":550},{""x"":777,""y"":550},{""x"":777,""y"":589},{""x"":740,""y"":589}]}],""sticker_4"":[{""geometry"":[{""x"":1274,""y"":547},{""x"":1301,""y"":547},{""x"":1301,""y"":590},{""x"":1274,""y"":590}]}],""face_1"":[{""geometry"":[{""x"":729,""y"":325},{""x"":856,""y"":325},{""x"":856,""y"":472},{""x"":729,""y"":472}]}],""face_2"":[{""geometry"":[{""x"":1249,""y"":327},{""x"":1400,""y"":327},{""x"":1400,""y"":482},{""x"":1249,""y"":482}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1346,""y"":591},{""x"":1404,""y"":591},{""x"":1404,""y"":693},{""x"":1346,""y"":693}]}],""left_wrist_2"":[{""geometry"":[{""x"":1265,""y"":822},{""x"":1300,""y"":822},{""x"":1300,""y"":881},{""x"":1265,""y"":881}]}]}",chen478@iu.edu,Inconsistency,1568661576000,1568667197000,6.945,VID_20190624_143754_image-0003.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0mslmd3aa6t0a46h1fgkydn
ck0mslt1oyq380944t1t4t4hw,ck0kccyipu2yt0cwb9xh390ff,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2Fe8174fc3-77f2-34f4-8c55-b8ac619a776d-VID_20190624_143744_image-0008.png?Expires=1576542959958&KeyName=labelbox-assets-key-1&Signature=bAl377HSrOq04CSb-tJ8jfW3WZ4,"{""sticker_3"":[{""geometry"":[{""x"":604,""y"":534},{""x"":631,""y"":534},{""x"":631,""y"":579},{""x"":604,""y"":579}]}],""sticker_4"":[{""geometry"":[{""x"":1295,""y"":547},{""x"":1320,""y"":547},{""x"":1320,""y"":600},{""x"":1295,""y"":600}]}],""face_1"":[{""geometry"":[{""x"":702,""y"":305},{""x"":822,""y"":305},{""x"":822,""y"":457},{""x"":702,""y"":457}]}],""face_2"":[{""geometry"":[{""x"":1262,""y"":310},{""x"":1414,""y"":310},{""x"":1414,""y"":477},{""x"":1262,""y"":477}]}],""right_wrist_1"":[{""geometry"":[{""x"":725,""y"":667},{""x"":781,""y"":667},{""x"":781,""y"":715},{""x"":725,""y"":715}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1363,""y"":628},{""x"":1437,""y"":628},{""x"":1437,""y"":718},{""x"":1363,""y"":718}]}],""left_wrist_2"":[{""geometry"":[{""x"":1273,""y"":845},{""x"":1330,""y"":845},{""x"":1330,""y"":909},{""x"":1273,""y"":909}]}]}",chen478@iu.edu,Inconsistency,1568661584000,1568667187000,8.386,VID_20190624_143744_image-0008.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0mslt1oyq380944t1t4t4hw
ck0msm028w76s0794gjjizxxr,ck0kccyipu2z50cwb8gcqhyw4,https://storage.labelbox.com/cjxfb4ehfdfdp0944egvsris7%2F14deb127-c980-df7f-198a-bc7b54bf1d96-VID_20190624_143744_image-0005.png?Expires=1576542959958&KeyName=labelbox-assets-key-1&Signature=DwR5lcfafHCB6DbXSCBUnhH7Gtc,"{""sticker_3"":[{""geometry"":[{""x"":598,""y"":686},{""x"":650,""y"":686},{""x"":650,""y"":740},{""x"":598,""y"":740}]}],""sticker_4"":[{""geometry"":[{""x"":1213,""y"":505},{""x"":1249,""y"":505},{""x"":1249,""y"":561},{""x"":1213,""y"":561}]}],""face_1"":[{""geometry"":[{""x"":609,""y"":375},{""x"":776,""y"":375},{""x"":776,""y"":550},{""x"":609,""y"":550}]}],""face_2"":[{""geometry"":[{""x"":1170,""y"":280},{""x"":1311,""y"":280},{""x"":1311,""y"":451},{""x"":1170,""y"":451}]}],""right_wrist_1"":[{""geometry"":[{""x"":733,""y"":762},{""x"":796,""y"":762},{""x"":796,""y"":813},{""x"":733,""y"":813}]}],""left_upper_arm_2"":[{""geometry"":[{""x"":1308,""y"":542},{""x"":1372,""y"":542},{""x"":1372,""y"":643},{""x"":1308,""y"":643}]}],""left_wrist_2"":[{""geometry"":[{""x"":1248,""y"":787},{""x"":1287,""y"":787},{""x"":1287,""y"":852},{""x"":1248,""y"":852}]}]}",chen478@iu.edu,Inconsistency,1568661594000,1568667179000,8.304,VID_20190624_143744_image-0005.png,,,,,chuhua_yuchen,[],https://image-segmentation-v4.labelbox.com?project=cjxfb4ejkdhn10846jogsskvs&label=ck0msm028w76s0794gjjizxxr
